SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	subject	Beta_ERC	Beta_BA35	Beta_BA36	Beta_SUB	Beta_CA1	Beta_CA2	Beta_CA3	Beta_DG	Beta_PHC	Beta_HT
1	1	1	33	47924	6661	0.5066560538252814	0	1.0	680.2051260019653	0.0			0	1.0	1.0	0.0	1.0	0	subj01	0.4059613526570048	0.460207468879668	0.8192126789366053	-0.349295238095238	-0.0282231404958677	0.4852941176470588	0.8392708333333333	-0.0289632545931758	0.7202413273001509	-0.1284471218206158
1	1	1	34	54483	2400	0.50670225196518	0	1.0	736.7450929959887	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.2026763285024154	-0.1591562932226833	0.466538854805726	-0.306895238095238	0.0969834710743801	-0.1213725490196078	0.2768749999999999	-0.3815354330708661	0.2092760180995475	0.1831994645247657
1	1	1	35	58817	2252	0.5067948434734717	0	1.0	735.0479870001437	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.028512077294686	0.641286307053942	0.6490132924335379	0.2660857142857143	-0.1968595041322314	0.3815686274509803	0.6689583333333333	0.5274803149606299	0.5472850678733031	0.2571352074966533
1	1	1	36	44981	612	0.5068411371903494	0	1.0	1009.2638530040858	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.0439710144927535	1.0426002766251727	1.4388803680981594	0.6176476190476191	0.6646556473829203	0.4835294117647059	0.5820833333333333	1.032309711286089	1.4918099547511312	0.5888755020080321
1	1	1	37	12259	1609	0.5068874239223077	0	1.0	703.1415480014401	0.0			0	1.0	1.0	0.0	1.0	0	subj01	0.6305314009661835	0.9393084370677732	1.343445807770961	0.850047619047619	0.6181404958677685	0.3550980392156863	0.5659375	1.1427690288713912	1.6596078431372554	0.3185408299866131
1	1	1	38	2549	3579	0.5069337266031652	0	1.0	743.3790069990209	0.0			0	1.0	1.0	0.0	1.0	0	subj01	1.3647922705314008	0.6836099585062241	1.3710787321063396	0.4376380952380952	0.7404545454545455	0.0943137254901961	0.6210416666666667	0.7158661417322834	0.3421719457013574	0.2868540829986613
1	1	1	39	11019	1703	0.5069800246274098	0	1.0	675.5969320001896	0.0			0	1.0	1.0	0.0	1.0	0	subj01	0.2237874396135265	0.3739280774550484	1.0083077709611452	0.0233333333333333	0.6864462809917355	-0.1868627450980391	0.0369791666666666	0.2991338582677165	-0.0949170437405731	0.0021820615796519
1	1	1	40	23359	9976	0.5070263146189972	0	1.0	746.9781170002534	0.0			0	1.0	1.0	0.0	1.0	0	subj01	0.1585217391304347	0.112268326417704	0.5171676891615542	-0.1284380952380952	0.0857162534435262	0.1541176470588235	-0.5036458333333333	0.4036482939632546	0.6548868778280543	0.0481258366800535
1	1	1	41	39387	5770	0.5070726081030443	0	1.0	836.5338180010439	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.9240289855072464	-0.1946058091286306	-0.170782208588957	-0.2952190476190476	0.506060606060606	-0.1125490196078431	0.0128124999999999	0.3544356955380577	-0.2204072398190046	-0.181619812583668
1	1	1	42	17682	8748	0.5071189065929502	0	1.0	664.4724709985894	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.1516038647342995	-0.0328907330567081	-0.0097903885480572	-0.5432857142857143	0.139931129476584	-0.3333333333333333	-0.0134374999999999	0.2761023622047244	-0.3969834087481146	-0.0572958500669343
1	1	1	43	61820	9202	0.5071651943726465	0	1.0	885.7652970036723	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.7892753623188407	0.1806777316735823	-0.4302709611451943	-0.2387523809523809	-0.1359641873278237	0.2554901960784314	0.3924999999999999	0.3369028871391076	1.2528054298642537	-0.4096653279785809
